actionId,kind,postNum,sentenceId,sourceDisposition,sentenceStart,sentenceEnd,sentenceText,populationMembership,oldOccurrenceKeys,oldCategories,proposedPrimaryCategory,proposedSecondarySemantics,proposedReviewDispositions,recordsWithdrawn,withdrawReason,metadataTransferred,relationshipsPreserved,ruleCode,confidence,humanReviewRequired,beforeCountEffect,afterCountEffect
A-MP-p1445-s011,MULTI_PRIMARY_RESOLUTION,1445,p1445-s011,q_authored,256,274,Expect A LOT more.,MULTI_PRIMARY_117 MULTI_PRIMARY_EXACT_89,1445|predictions|256|274 1445|directives|256|274,predictions@256..274[EXACT] directives@256..274[EXACT],prediction,directive,,,,1445|predictions|256|274 1445|directives|256|274,,R5_FUTURE_FRAME,MEDIUM,false,predictions:-1 directives:-1,prediction:+1 primary · directive:+1 secondary
A-MP-p1471-s002,MULTI_PRIMARY_RESOLUTION,1471,p1471-s002,q_authored,119,153,Let them all DIG THEIR OWN GRAVES.,MULTI_PRIMARY_117 MULTI_PRIMARY_EXACT_89,1471|claims|119|153 1471|directives|119|153,claims@119..153[EXACT] directives@119..153[EXACT],directive,claim,,,,1471|claims|119|153 1471|directives|119|153,,R2B_IMPERATIVE_CERTIFIED,MEDIUM,false,claims:-1 directives:-1,directive:+1 primary · claim:+1 secondary
A-MP-p1489-s004,MULTI_PRIMARY_RESOLUTION,1489,p1489-s004,q_authored,70,89,Expect bigger push.,MULTI_PRIMARY_117 MULTI_PRIMARY_EXACT_89,1489|predictions|70|89 1489|directives|70|89,predictions@70..89[EXACT] directives@70..89[EXACT],prediction,directive,,,,1489|predictions|70|89 1489|directives|70|89,,R5_FUTURE_FRAME,MEDIUM,false,predictions:-1 directives:-1,prediction:+1 primary · directive:+1 secondary
A-MP-p0016-s000,MULTI_PRIMARY_RESOLUTION,16,p0016-s000,q_authored,0,68,"Get the popcorn, Friday & Saturday will deliver on the MAGA promise.",MULTI_PRIMARY_117 CONTAINED_PARTIAL_28,16|predictions|17|68 16|directives|0|68,predictions@17..68[PARTIAL] directives@0..68[EXACT],prediction,directive,,16|predictions|17|68,partial span superseded by the complete sentence,16|predictions|17|68 16|directives|0|68,,R3_FUTURE_ASSERTION,MEDIUM,false,predictions:-1 directives:-1,prediction:+1 primary · directive:+1 secondary
A-MP-p1613-s002,MULTI_PRIMARY_RESOLUTION,1613,p1613-s002,q_authored,123,159,Rest assured JUSTICE will be served.,MULTI_PRIMARY_117 MULTI_PRIMARY_EXACT_89,1613|predictions|123|159 1613|directives|123|159,predictions@123..159[EXACT] directives@123..159[EXACT],prediction,directive,,,,1613|predictions|123|159 1613|directives|123|159,,R5_FUTURE_FRAME,MEDIUM,false,predictions:-1 directives:-1,prediction:+1 primary · directive:+1 secondary
A-MP-p0165-s034,MULTI_PRIMARY_RESOLUTION,165,p0165-s034,q_authored,1263,1290,"Patriots, get the word out.",MULTI_PRIMARY_117 MULTI_PRIMARY_EXACT_89,165|claims|1263|1290 165|directives|1263|1290,claims@1263..1290[EXACT] directives@1263..1290[EXACT],directive,claim,,,,165|claims|1263|1290 165|directives|1263|1290,,R2B_IMPERATIVE_CERTIFIED,MEDIUM,false,claims:-1 directives:-1,directive:+1 primary · claim:+1 secondary
A-MP-p0166-s035,MULTI_PRIMARY_RESOLUTION,166,p0166-s035,q_authored,1291,1318,"Patriots, get the word out.",MULTI_PRIMARY_117 MULTI_PRIMARY_EXACT_89,166|claims|1291|1318 166|directives|1291|1318,claims@1291..1318[EXACT] directives@1291..1318[EXACT],directive,claim,,,,166|claims|1291|1318 166|directives|1291|1318,,R2B_IMPERATIVE_CERTIFIED,MEDIUM,false,claims:-1 directives:-1,directive:+1 primary · claim:+1 secondary
A-MP-p1824-s000,MULTI_PRIMARY_RESOLUTION,1824,p1824-s000,q_authored,0,265,"Ask yourself, if the U.S. GDP is greater than the total of all others  combined (G7), which allows us to negotiate from a position of strength, why would previous President's 'knowingly' [unequally] distribute America's wealth away by making unbalanced trade deals?",MULTI_PRIMARY_117 CONTAINED_PARTIAL_28,1824|claims|17|84 1824|directives|0|265 1824|questions|26|265,claims@17..84[PARTIAL] directives@0..265[EXACT] questions@26..265[PARTIAL],question,claim directive,,1824|claims|17|84 1824|questions|26|265,partial span superseded by the complete sentence,1824|claims|17|84 1824|directives|0|265 1824|questions|26|265,question_directive,R1_INTERROGATIVE,MEDIUM,false,claims:-1 directives:-1 questions:-1,question:+1 primary · claim:+1 secondary directive:+1 secondary
A-MP-p1879-s004,MULTI_PRIMARY_RESOLUTION,1879,p1879-s004,q_authored,216,287,Expect MANY MANY MANY similar reports to surface from around the world.,MULTI_PRIMARY_117 MULTI_PRIMARY_EXACT_89,1879|predictions|216|287 1879|directives|216|287,predictions@216..287[EXACT] directives@216..287[EXACT],prediction,directive,,,,1879|predictions|216|287 1879|directives|216|287,,R5_FUTURE_FRAME,MEDIUM,false,predictions:-1 directives:-1,prediction:+1 primary · directive:+1 secondary
A-MP-p0189-s018,MULTI_PRIMARY_RESOLUTION,189,p0189-s018,q_authored,652,708,Re-read graphic (ex: what family did Soros replace (Y)).,MULTI_PRIMARY_117 MULTI_PRIMARY_EXACT_89,189|claims|652|708 189|directives|652|708,claims@652..708[EXACT] directives@652..708[EXACT],directive,claim,,,,189|claims|652|708 189|directives|652|708,,R2_IMPERATIVE,MEDIUM,false,claims:-1 directives:-1,directive:+1 primary · claim:+1 secondary
A-MP-p1915-s011,MULTI_PRIMARY_RESOLUTION,1915,p1915-s011,q_authored,932,987,Same day as the targeted [coordinated] attack v. POTUS?,MULTI_PRIMARY_117 CONTAINED_PARTIAL_28,1915|claims|932|987 1915|questions|981|987,claims@932..987[EXACT] questions@981..987[PARTIAL],question,claim,,1915|questions|981|987,partial span superseded by the complete sentence,1915|claims|932|987 1915|questions|981|987,,R1_INTERROGATIVE,MEDIUM,false,claims:-1 questions:-1,question:+1 primary · claim:+1 secondary
A-MP-p1916-s004,MULTI_PRIMARY_RESOLUTION,1916,p1916-s004,q_authored,149,203,PEOPLE must unite to clean out these old institutions.,MULTI_PRIMARY_117 MULTI_PRIMARY_EXACT_89,1916|claims|149|203 1916|directives|149|203,claims@149..203[EXACT] directives@149..203[EXACT],directive,claim,,,,1916|claims|149|203 1916|directives|149|203,,R2B_IMPERATIVE_CERTIFIED,MEDIUM,false,claims:-1 directives:-1,directive:+1 primary · claim:+1 secondary
A-MP-p1928-s012,MULTI_PRIMARY_RESOLUTION,1928,p1928-s012,q_authored,439,513,https://vault.fbi.gov/d1-release/d1-release/viewWho is [1 of 4] FIREWALLS?,MULTI_PRIMARY_117 CONTAINED_PARTIAL_28,1928|claims|439|513 1928|questions|503|513,claims@439..513[EXACT] questions@503..513[PARTIAL],question,claim,,1928|questions|503|513,partial span superseded by the complete sentence,1928|claims|439|513 1928|questions|503|513,,R1_INTERROGATIVE,MEDIUM,false,claims:-1 questions:-1,question:+1 primary · claim:+1 secondary
A-MP-p1944-s022,MULTI_PRIMARY_RESOLUTION,1944,p1944-s022,q_authored,1185,1245,'Foreign' tangent req to obtain warrant to spy on U.S. ORIG?,MULTI_PRIMARY_117 CONTAINED_PARTIAL_28,1944|claims|1185|1245 1944|questions|1240|1245,claims@1185..1245[EXACT] questions@1240..1245[PARTIAL],question,claim,,1944|questions|1240|1245,partial span superseded by the complete sentence,1944|claims|1185|1245 1944|questions|1240|1245,,R1_INTERROGATIVE,MEDIUM,false,claims:-1 questions:-1,question:+1 primary · claim:+1 secondary
A-MP-p1944-s014,MULTI_PRIMARY_RESOLUTION,1944,p1944-s014,q_authored,,,,MULTI_PRIMARY_117 CONTAINED_PARTIAL_28,1944|claims|682|719 1944|questions|720|871,claims@682..719[PARTIAL] questions@720..871[PARTIAL],claim,question,,1944|claims|682|719 1944|questions|720|871,partial span superseded by the complete sentence,1944|claims|682|719 1944|questions|720|871,,R4_DECLARATIVE,MEDIUM,false,claims:-1 questions:-1,claim:+1 primary · question:+1 secondary
A-MP-p1956-s002,MULTI_PRIMARY_RESOLUTION,1956,p1956-s002,q_authored,67,90,You MUST stay TOGETHER.,MULTI_PRIMARY_117 MULTI_PRIMARY_EXACT_89,1956|claims|67|90 1956|directives|67|90,claims@67..90[EXACT] directives@67..90[EXACT],directive,claim,,,,1956|claims|67|90 1956|directives|67|90,,R2B_IMPERATIVE_CERTIFIED,MEDIUM,false,claims:-1 directives:-1,directive:+1 primary · claim:+1 secondary
A-MP-p1998-s003,MULTI_PRIMARY_RESOLUTION,1998,p1998-s003,q_authored,86,151,Expect another BIG coordinated wave [#3] of attacks by FAKE NEWS.,MULTI_PRIMARY_117 MULTI_PRIMARY_EXACT_89,1998|predictions|86|151 1998|directives|86|151,predictions@86..151[EXACT] directives@86..151[EXACT],prediction,directive,,,,1998|predictions|86|151 1998|directives|86|151,,R5_FUTURE_FRAME,MEDIUM,false,predictions:-1 directives:-1,prediction:+1 primary · directive:+1 secondary
A-MP-p2056-s001,MULTI_PRIMARY_RESOLUTION,2056,p2056-s001,q_authored,32,87,Every moment together is a moment you should not waste.,MULTI_PRIMARY_117 MULTI_PRIMARY_EXACT_89,2056|claims|32|87 2056|directives|32|87,claims@32..87[EXACT] directives@32..87[EXACT],directive,claim,,,,2056|claims|32|87 2056|directives|32|87,,R2B_IMPERATIVE_CERTIFIED,MEDIUM,false,claims:-1 directives:-1,directive:+1 primary · claim:+1 secondary
A-MP-p2072-s013,MULTI_PRIMARY_RESOLUTION,2072,p2072-s013,q_authored,,,,MULTI_PRIMARY_117 CONTAINED_PARTIAL_28,2072|claims|1474|1612 2072|questions|1610|1614,claims@1474..1612[PARTIAL] questions@1610..1614[PARTIAL],claim,question,,2072|claims|1474|1612 2072|questions|1610|1614,partial span superseded by the complete sentence,2072|claims|1474|1612 2072|questions|1610|1614,,R4_DECLARATIVE,MEDIUM,false,claims:-1 questions:-1,claim:+1 primary · question:+1 secondary
A-MP-p2166-s007,MULTI_PRIMARY_RESOLUTION,2166,p2166-s007,q_authored,311,340,EXPECT TWITTER/FB FORCE NEXT.,MULTI_PRIMARY_117 MULTI_PRIMARY_EXACT_89,2166|predictions|311|340 2166|directives|311|340,predictions@311..340[EXACT] directives@311..340[EXACT],prediction,directive,,,,2166|predictions|311|340 2166|directives|311|340,,R5_FUTURE_FRAME,MEDIUM,false,predictions:-1 directives:-1,prediction:+1 primary · directive:+1 secondary
A-MP-p2211-s041,MULTI_PRIMARY_RESOLUTION,2211,p2211-s041,q_authored,,,,MULTI_PRIMARY_117 CONTAINED_PARTIAL_28,2211|claims|4012|4150 2211|questions|4148|4152,claims@4012..4150[PARTIAL] questions@4148..4152[PARTIAL],claim,question,,2211|claims|4012|4150 2211|questions|4148|4152,partial span superseded by the complete sentence,2211|claims|4012|4150 2211|questions|4148|4152,,R4_DECLARATIVE,MEDIUM,false,claims:-1 questions:-1,claim:+1 primary · question:+1 secondary
A-MP-p2211-s011,MULTI_PRIMARY_RESOLUTION,2211,p2211-s011,q_authored,651,714,Federal prosecutor in N. District of NY [background] important?,MULTI_PRIMARY_117 CONTAINED_PARTIAL_28,2211|claims|651|714 2211|questions|676|714,claims@651..714[EXACT] questions@676..714[PARTIAL],question,claim,,2211|questions|676|714,partial span superseded by the complete sentence,2211|claims|651|714 2211|questions|676|714,,R1_INTERROGATIVE,MEDIUM,false,claims:-1 questions:-1,question:+1 primary · claim:+1 secondary
A-MP-p2234-s002,MULTI_PRIMARY_RESOLUTION,2234,p2234-s002,q_authored,117,142,Let your VOICES BE HEARD.,MULTI_PRIMARY_117 MULTI_PRIMARY_EXACT_89,2234|claims|117|142 2234|directives|117|142,claims@117..142[EXACT] directives@117..142[EXACT],directive,claim,,,,2234|claims|117|142 2234|directives|117|142,,R2B_IMPERATIVE_CERTIFIED,MEDIUM,false,claims:-1 directives:-1,directive:+1 primary · claim:+1 secondary
A-MP-p2298-s002,MULTI_PRIMARY_RESOLUTION,2298,p2298-s002,q_authored,138,183,EXPECT COMMS BLACKOUT ATTEMPT (POTUS TWITTER),MULTI_PRIMARY_117 MULTI_PRIMARY_EXACT_89,2298|predictions|138|183 2298|directives|138|183,predictions@138..183[EXACT] directives@138..183[EXACT],prediction,directive,,,,2298|predictions|138|183 2298|directives|138|183,,R5_FUTURE_FRAME,MEDIUM,false,predictions:-1 directives:-1,prediction:+1 primary · directive:+1 secondary
A-MP-p2369-s003,MULTI_PRIMARY_RESOLUTION,2369,p2369-s003,q_authored,,,,MULTI_PRIMARY_117 CONTAINED_PARTIAL_28,2369|claims|255|316 2369|questions|288|333,claims@255..316[PARTIAL] questions@288..333[PARTIAL],claim,question,,2369|claims|255|316 2369|questions|288|333,partial span superseded by the complete sentence,2369|claims|255|316 2369|questions|288|333,,R4_DECLARATIVE,MEDIUM,false,claims:-1 questions:-1,claim:+1 primary · question:+1 secondary
A-MP-p2378-s001,MULTI_PRIMARY_RESOLUTION,2378,p2378-s001,q_authored,,,,MULTI_PRIMARY_117 CONTAINED_PARTIAL_28,2378|claims|6|9 2378|questions|10|45,claims@6..9[PARTIAL] questions@10..45[PARTIAL],claim,question,,2378|claims|6|9 2378|questions|10|45,partial span superseded by the complete sentence,2378|claims|6|9 2378|questions|10|45,,R4_DECLARATIVE,MEDIUM,false,claims:-1 questions:-1,claim:+1 primary · question:+1 secondary
A-MP-p2436-s032,MULTI_PRIMARY_RESOLUTION,2436,p2436-s032,q_authored,1493,1512,WE MUST RISE AGAIN.,MULTI_PRIMARY_117 MULTI_PRIMARY_EXACT_89,2436|claims|1493|1512 2436|directives|1493|1512,claims@1493..1512[EXACT] directives@1493..1512[EXACT],directive,claim,,,,2436|claims|1493|1512 2436|directives|1493|1512,,R2B_IMPERATIVE_CERTIFIED,MEDIUM,false,claims:-1 directives:-1,directive:+1 primary · claim:+1 secondary
A-MP-p2436-s033,MULTI_PRIMARY_RESOLUTION,2436,p2436-s033,q_authored,1513,1533,WE MUST UNITE AGAIN.,MULTI_PRIMARY_117 MULTI_PRIMARY_EXACT_89,2436|claims|1513|1533 2436|directives|1513|1533,claims@1513..1533[EXACT] directives@1513..1533[EXACT],directive,claim,,,,2436|claims|1513|1533 2436|directives|1513|1533,,R2B_IMPERATIVE_CERTIFIED,MEDIUM,false,claims:-1 directives:-1,directive:+1 primary · claim:+1 secondary
A-MP-p2436-s034,MULTI_PRIMARY_RESOLUTION,2436,p2436-s034,q_authored,1534,1554,WE MUST FIGHT AGAIN.,MULTI_PRIMARY_117 MULTI_PRIMARY_EXACT_89,2436|claims|1534|1554 2436|directives|1534|1554,claims@1534..1554[EXACT] directives@1534..1554[EXACT],directive,claim,,,,2436|claims|1534|1554 2436|directives|1534|1554,,R2B_IMPERATIVE_CERTIFIED,MEDIUM,false,claims:-1 directives:-1,directive:+1 primary · claim:+1 secondary
A-MP-p2462-s032,MULTI_PRIMARY_RESOLUTION,2462,p2462-s032,q_authored,1543,1616,>Who briefed NUNES on classified intel re: HUSSEIN spy campaign v. POTUS?,MULTI_PRIMARY_117 CONTAINED_PARTIAL_28,2462|claims|1544|1616 2462|questions|1543|1616,claims@1544..1616[PARTIAL] questions@1543..1616[EXACT],question,claim,,2462|claims|1544|1616,partial span superseded by the complete sentence,2462|claims|1544|1616 2462|questions|1543|1616,,R1_INTERROGATIVE,MEDIUM,false,claims:-1 questions:-1,question:+1 primary · claim:+1 secondary
A-MP-p2507-s001,MULTI_PRIMARY_RESOLUTION,2507,p2507-s001,q_authored,62,109,NO FURTHER DETAILS SHOULD BE RELEASED [WARNING],MULTI_PRIMARY_117 MULTI_PRIMARY_EXACT_89,2507|claims|62|109 2507|directives|62|109,claims@62..109[EXACT] directives@62..109[EXACT],directive,claim,,,,2507|claims|62|109 2507|directives|62|109,,R2B_IMPERATIVE_CERTIFIED,MEDIUM,false,claims:-1 directives:-1,directive:+1 primary · claim:+1 secondary
A-MP-p2661-s008,MULTI_PRIMARY_RESOLUTION,2661,p2661-s008,q_authored,464,543,Regular service appointments should be made in order to maintain functionality.,MULTI_PRIMARY_117 MULTI_PRIMARY_EXACT_89,2661|claims|464|543 2661|directives|464|543,claims@464..543[EXACT] directives@464..543[EXACT],directive,claim,,,,2661|claims|464|543 2661|directives|464|543,,R2B_IMPERATIVE_CERTIFIED,MEDIUM,false,claims:-1 directives:-1,directive:+1 primary · claim:+1 secondary
A-MP-p2689-s030,MULTI_PRIMARY_RESOLUTION,2689,p2689-s030,q_authored,1890,2040,"If the SC ruled in 2008 that VOTER ID laws do not impact/harm or prevent 'minorities' from voting, how could the U.S. 4th Circuit Court rule opposite?",MULTI_PRIMARY_117 CONTAINED_PARTIAL_28,2689|claims|1890|2040 2689|questions|2008|2040,claims@1890..2040[EXACT] questions@2008..2040[PARTIAL],question,claim,,2689|questions|2008|2040,partial span superseded by the complete sentence,2689|claims|1890|2040 2689|questions|2008|2040,,R1_INTERROGATIVE,MEDIUM,false,claims:-1 questions:-1,question:+1 primary · claim:+1 secondary
A-MP-p2772-s001,MULTI_PRIMARY_RESOLUTION,2772,p2772-s001,q_authored,47,111,Expect 'attacks' to dramatically intensify across all platforms.,MULTI_PRIMARY_117 MULTI_PRIMARY_EXACT_89,2772|predictions|47|111 2772|directives|47|111,predictions@47..111[EXACT] directives@47..111[EXACT],prediction,directive,,,,2772|predictions|47|111 2772|directives|47|111,,R5_FUTURE_FRAME,MEDIUM,false,predictions:-1 directives:-1,prediction:+1 primary · directive:+1 secondary
A-MP-p2807-s037,MULTI_PRIMARY_RESOLUTION,2807,p2807-s037,q_authored,1779,1792,WE MUST RISE.,MULTI_PRIMARY_117 MULTI_PRIMARY_EXACT_89,2807|claims|1779|1792 2807|directives|1779|1792,claims@1779..1792[EXACT] directives@1779..1792[EXACT],directive,claim,,,,2807|claims|1779|1792 2807|directives|1779|1792,,R2B_IMPERATIVE_CERTIFIED,MEDIUM,false,claims:-1 directives:-1,directive:+1 primary · claim:+1 secondary
A-MP-p2807-s038,MULTI_PRIMARY_RESOLUTION,2807,p2807-s038,q_authored,1793,1807,WE MUST FIGHT.,MULTI_PRIMARY_117 MULTI_PRIMARY_EXACT_89,2807|claims|1793|1807 2807|directives|1793|1807,claims@1793..1807[EXACT] directives@1793..1807[EXACT],directive,claim,,,,2807|claims|1793|1807 2807|directives|1793|1807,,R2B_IMPERATIVE_CERTIFIED,MEDIUM,false,claims:-1 directives:-1,directive:+1 primary · claim:+1 secondary
A-MP-p2816-s017,MULTI_PRIMARY_RESOLUTION,2816,p2816-s017,q_authored,735,772,WE MUST STAND TOGETHER IN THIS FIGHT.,MULTI_PRIMARY_117 MULTI_PRIMARY_EXACT_89,2816|claims|735|772 2816|directives|735|772,claims@735..772[EXACT] directives@735..772[EXACT],directive,claim,,,,2816|claims|735|772 2816|directives|735|772,,R2B_IMPERATIVE_CERTIFIED,MEDIUM,false,claims:-1 directives:-1,directive:+1 primary · claim:+1 secondary
A-MP-p2904-s003,MULTI_PRIMARY_RESOLUTION,2904,p2904-s003,q_authored,164,364,"For our struggle is not against flesh and blood, but against the rulers, against the authorities, against the powers of this dark world and against the spiritual forces of evil in the heavenly realms.",MULTI_PRIMARY_117 CONTAINED_PARTIAL_28,2904|claims|168|363 2904|directives|164|364,claims@168..363[PARTIAL] directives@164..364[EXACT],directive,claim,,2904|claims|168|363,partial span superseded by the complete sentence,2904|claims|168|363 2904|directives|164|364,,R2B_IMPERATIVE_CERTIFIED,MEDIUM,false,claims:-1 directives:-1,directive:+1 primary · claim:+1 secondary
A-MP-p2937-s013,MULTI_PRIMARY_RESOLUTION,2937,p2937-s013,q_authored,556,656,What vested powers does POTUS have re: MIL INTEL vs. ABC agencies re: matters of NAT SEC (HOMELAND)?,MULTI_PRIMARY_117 CONTAINED_PARTIAL_28,2937|claims|556|656 2937|questions|609|656,claims@556..656[EXACT] questions@609..656[PARTIAL],question,claim,,2937|questions|609|656,partial span superseded by the complete sentence,2937|claims|556|656 2937|questions|609|656,,R1_INTERROGATIVE,MEDIUM,false,claims:-1 questions:-1,question:+1 primary · claim:+1 secondary
A-MP-p2998-s001,MULTI_PRIMARY_RESOLUTION,2998,p2998-s001,q_authored,16,53,Something you should explore further.,MULTI_PRIMARY_117 MULTI_PRIMARY_EXACT_89,2998|claims|16|53 2998|directives|16|53,claims@16..53[EXACT] directives@16..53[EXACT],directive,claim,,,,2998|claims|16|53 2998|directives|16|53,,R2B_IMPERATIVE_CERTIFIED,MEDIUM,false,claims:-1 directives:-1,directive:+1 primary · claim:+1 secondary
A-MP-p3049-s001,MULTI_PRIMARY_RESOLUTION,3049,p3049-s001,q_authored,110,359,"If [D's] FIGHT to protect, safeguard, and promote all illegal immigrants as 'rightful' U.S. citizens who should be afforded all benefits and rights accordingly, WHY THEN WOULD THEY FIGHT TO BLOCK THEM FROM BEING 'COUNTED' AS PART OF THE U.S. CENSUS?",MULTI_PRIMARY_117 CONTAINED_PARTIAL_28,3049|claims|110|359 3049|questions|352|359,claims@110..359[EXACT] questions@352..359[PARTIAL],question,claim,,3049|questions|352|359,partial span superseded by the complete sentence,3049|claims|110|359 3049|questions|352|359,,R1_INTERROGATIVE,MEDIUM,false,claims:-1 questions:-1,question:+1 primary · claim:+1 secondary
A-MP-p3053-s001,MULTI_PRIMARY_RESOLUTION,3053,p3053-s001,q_authored,85,109,Whistle while you work……,MULTI_PRIMARY_117 MULTI_PRIMARY_EXACT_89,3053|claims|85|109 3053|directives|85|109,claims@85..109[EXACT] directives@85..109[EXACT],directive,claim,,,,3053|claims|85|109 3053|directives|85|109,,R2B_IMPERATIVE_CERTIFIED,MEDIUM,false,claims:-1 directives:-1,directive:+1 primary · claim:+1 secondary
A-MP-p0326-s002,MULTI_PRIMARY_RESOLUTION,326,p0326-s002,q_authored,37,54,Expect fireworks.,MULTI_PRIMARY_117 MULTI_PRIMARY_EXACT_89,326|predictions|37|54 326|directives|37|54,predictions@37..54[EXACT] directives@37..54[EXACT],prediction,directive,,,,326|predictions|37|54 326|directives|37|54,,R5_FUTURE_FRAME,MEDIUM,false,predictions:-1 directives:-1,prediction:+1 primary · directive:+1 secondary
A-MP-p0337-s000,MULTI_PRIMARY_RESOLUTION,337,p0337-s000,q_authored,0,41,"Patriots, rest assured we are in control.",MULTI_PRIMARY_117 MULTI_PRIMARY_EXACT_89,337|claims|0|41 337|directives|0|41,claims@0..41[EXACT] directives@0..41[EXACT],directive,claim,,,,337|claims|0|41 337|directives|0|41,,R2B_IMPERATIVE_CERTIFIED,MEDIUM,false,claims:-1 directives:-1,directive:+1 primary · claim:+1 secondary
