recordId,postNum,storedPhrase,sentenceText,directivePhrase,authorshipState,sourceType,priorRuling,v3Ruling,proposedRuling,themes,reason
"1777#0","1777","Please post your pic/vid as POTUS specifically pointed at you moments ago.","Please post your pic/vid as POTUS specifically pointed at you moments ago.","Please post your pic/vid as POTUS specifically pointed at you moments ago.","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_QUOTED_OR_THIRD_PARTY","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","","long sentence inside a drop whose dominant register is Q — prose shape alone is not a quotation"
"190#0","190","Have faith.","Have faith.","have faith","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_STATEMENT_OR_HEADING","REMOVE_STATEMENT_OR_HEADING","KEEP_Q_DIRECTIVE","","OWNER RULING R3: ""have faith"" is an imperative — an instruction to maintain confidence, belief or morale."
"2049#1","2049","Have faith.","Have faith.","have faith","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_STATEMENT_OR_HEADING","REMOVE_STATEMENT_OR_HEADING","KEEP_Q_DIRECTIVE","","OWNER RULING R3: ""have faith"" is an imperative — an instruction to maintain confidence, belief or morale."
"2292#0","2292","Have faith, Patriots.","Have faith, Patriots.","have faith","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_STATEMENT_OR_HEADING","REMOVE_STATEMENT_OR_HEADING","KEEP_Q_DIRECTIVE","","OWNER RULING R3: ""have faith"" is an imperative — an instruction to maintain confidence, belief or morale."
"2351#1","2351","DO NOT LOOK HERE [CHINA] https://www.youtube.com/watch?v=aeVrMniBjSc","DO NOT LOOK HERE [CHINA] https://www.youtube.com/watch?v=aeVrMniBjSc","DO NOT LOOK HERE [CHINA]","Q_AUTHORED_CURRENT_POST","Q_BODY","NEEDS_CONTEXT","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","","canonical post body, no embedded-source evidence"
"236#16","236","Have faith.","Have faith.","have faith","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_STATEMENT_OR_HEADING","REMOVE_STATEMENT_OR_HEADING","KEEP_Q_DIRECTIVE","","OWNER RULING R3: ""have faith"" is an imperative — an instruction to maintain confidence, belief or morale."
"2378#1","2378","DO NOT LOOK HERE [CHINA] https://www.youtube.com/watch?v=aeVrMniBjSc","DO NOT LOOK HERE [CHINA] https://www.youtube.com/watch?v=aeVrMniBjSc","DO NOT LOOK HERE [CHINA]","Q_AUTHORED_CURRENT_POST","Q_BODY","NEEDS_CONTEXT","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","","canonical post body, no embedded-source evidence"
"2382#1","2382","Re_read drops re: Polls https://www.oge.gov/web/oge.nsf/Resources/Political+Activities https://osc.gov/resources/ha%20pamphlet%20sept%202014.pdf","Re_read drops re: Polls https://www.oge.gov/web/oge.nsf/Resources/Political+Activities https://osc.gov/resources/ha%20pamphlet%20sept%202014.pdf","Re_read drops re: Polls","Q_AUTHORED_CURRENT_POST","Q_BODY","NEEDS_CONTEXT","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","","canonical post body, no embedded-source evidence"
"2395#0","2395","Re_read drops re: MS13 https://twitter.com/RepMattGaetz/status/1052629557826736129","Re_read drops re: MS13 https://twitter.com/RepMattGaetz/status/1052629557826736129","Re_read drops re: MS13","Q_AUTHORED_CURRENT_POST","Q_BODY","NEEDS_CONTEXT","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","","canonical post body, no embedded-source evidence"
"2436#0","2436","Remember the battles of Lexington and Concord - ""Give Me Liberty or Give Me Death!""","Remember the battles of Lexington and Concord - ""Give Me Liberty or Give Me Death!""","Remember the battles of Lexington and Concord - ""Give Me Liberty or Give Me Death!""","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_QUOTED_OR_THIRD_PARTY","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","","long sentence inside a drop whose dominant register is Q — prose shape alone is not a quotation"
"25#1","25","Return to comments re: Pelosi and John M (some of us refuse to say his last name for a reason).","Return to comments re: Pelosi and John M (some of us refuse to say his last name for a reason).","Return to comments re: Pelosi and John M (some of us refuse to say his last name for a reason).","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_QUOTED_OR_THIRD_PARTY","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","","long sentence inside a drop whose dominant register is Q — prose shape alone is not a quotation"
"2500#0","2500","Re_read drops re: WARNINGS https://www.washingtonpost.com/politics/new-book-by-trump-advisers-calls-out-the-presidents-embedded-enemies/2018/11/24/afcbd0fc-ede3-11e8-baac-2a674e91502b_story.html?utm_term=.80e6d1b24752","Re_read drops re: WARNINGS https://www.washingtonpost.com/politics/new-book-by-trump-advisers-calls-out-the-presidents-embedded-enemies/2018/11/24/afcbd0fc-ede3-11e8-baac-2a674e91502b_story.html?utm_term=.80e6d1b24752","Re_read drops re: WARNINGS","Q_AUTHORED_CURRENT_POST","Q_BODY","NEEDS_CONTEXT","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","","canonical post body, no embedded-source evidence"
"2567#0","2567",">Add multiple layers of 'coincidences' which mathematically proves legitimacy (standard deviation)<",">Add multiple layers of 'coincidences' which mathematically proves legitimacy (standard deviation)<",">Add multiple layers of 'coincidences' which mathematically proves legitimacy (standard deviation)<","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_QUOTED_OR_THIRD_PARTY","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","","greentext arrow with no matching quoted source — Q's own bullet"
"2582#0","2582","Learn the Constitution re: vested powers of POTUS re: matters of NAT SEC.","Learn the Constitution re: vested powers of POTUS re: matters of NAT SEC.","Learn the Constitution re: vested powers of POTUS re: matters of NAT SEC.","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_QUOTED_OR_THIRD_PARTY","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","","long sentence inside a drop whose dominant register is Q — prose shape alone is not a quotation"
"2801#1","2801","Search 'Qanon' https://www.nbcnews.com/pages/search/?q=qanon https://abcnews.go.com/search?searchtext=qanon","Search ‘Qanon’ https://www.nbcnews.com/pages/search/?q=qanon https://abcnews.go.com/search?searchtext=qanon","Search ‘Qanon’","Q_AUTHORED_CURRENT_POST","Q_BODY","NEEDS_CONTEXT","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","","canonical post body, no embedded-source evidence"
"2945#0","2945","You should update your T-banner pic to properly reflect the crowd size when the event actually started.","You should update your T-banner pic to properly reflect the crowd size when the event actually started.","You should update your T-banner pic to properly reflect the crowd size when the event actually started.","QUOTED_OR_EMBEDDED","QUOTED_THIRD_PARTY","KEEP_Q_DIRECTIVE","","REMOVE_QUOTED_OR_THIRD_PARTY","","pasted passage directly beneath a source link or pointer"
"2971#2","2971","Listen to the clip again re: proof & evidence.","Listen to the clip again re: proof & evidence.","Listen to the clip again re: proof & evidence.","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_QUOTED_OR_THIRD_PARTY","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","","canonical post body, no embedded-source evidence"
"2971#3","2971","Define 'brainwashing'.","Define 'brainwashing'.","Define 'brainwashing'.","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_QUOTED_OR_THIRD_PARTY","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","","canonical post body, no embedded-source evidence"
"2971#4","2971","Think for yourself!","Think for yourself!","Think for yourself!","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_QUOTED_OR_THIRD_PARTY","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","","canonical post body, no embedded-source evidence"
"2987#0","2987",">Return Power Back to the People",">Return Power Back to the People",">Return Power Back to the People","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_QUOTED_OR_THIRD_PARTY","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","","greentext arrow with no matching quoted source — Q's own bullet"
"3#1","3","Don't you think POTUS would be tweeting about removal given clear conflict.","Don’t you think POTUS would be tweeting about removal given clear conflict.","Don’t you think POTUS would be tweeting about removal given clear conflict.","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_QUOTED_OR_THIRD_PARTY","KEEP_Q_DIRECTIVE","REMOVE_QUESTION_NOT_DIRECTIVE","","Q-authored sentence in interrogative form — belongs to Questions, not Directives"
"30#0","30","Think xkeysc on steroids.","Think xkeysc on steroids.","Think xkeysc on steroids.","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_QUOTED_OR_THIRD_PARTY","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","","long sentence inside a drop whose dominant register is Q — prose shape alone is not a quotation"
"3004#0","3004",">clear vision for the @DOJ",">clear vision for the @DOJ",">clear vision for the @DOJ","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_QUOTED_OR_THIRD_PARTY","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","","greentext arrow with no matching quoted source — Q's own bullet"
"3038#0","3038",">Decide for yourself (be free from outside opinion).",">Decide for yourself (be free from outside opinion).",">Decide for yourself (be free from outside opinion).","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_QUOTED_OR_THIRD_PARTY","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","","greentext arrow with no matching quoted source — Q's own bullet"
"3038#1","3038",">Decide for yourself (be objective in your conclusions).",">Decide for yourself (be objective in your conclusions).",">Decide for yourself (be objective in your conclusions).","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_QUOTED_OR_THIRD_PARTY","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","","greentext arrow with no matching quoted source — Q's own bullet"
"3038#2","3038",">Decide for yourself (be true in your own beliefs).",">Decide for yourself (be true in your own beliefs).",">Decide for yourself (be true in your own beliefs).","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_QUOTED_OR_THIRD_PARTY","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","","greentext arrow with no matching quoted source — Q's own bullet"
"3038#3","3038",">Decide for yourself (be open to following the facts).",">Decide for yourself (be open to following the facts).",">Decide for yourself (be open to following the facts).","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_QUOTED_OR_THIRD_PARTY","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","","greentext arrow with no matching quoted source — Q's own bullet"
"3038#4","3038",">Decide for yourself (be strong in defending your beliefs).",">Decide for yourself (be strong in defending your beliefs).",">Decide for yourself (be strong in defending your beliefs).","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_QUOTED_OR_THIRD_PARTY","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","","greentext arrow with no matching quoted source — Q's own bullet"
"3038#5","3038",">Decide for yourself (be resistant to blindly accepting fact-less statements).",">Decide for yourself (be resistant to blindly accepting fact-less statements).",">Decide for yourself (be resistant to blindly accepting fact-less statements).","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_QUOTED_OR_THIRD_PARTY","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","","greentext arrow with no matching quoted source — Q's own bullet"
"3038#6","3038",">Decide for yourself (be free)",">Decide for yourself (be free)",">Decide for yourself (be free)","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_QUOTED_OR_THIRD_PARTY","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","","greentext arrow with no matching quoted source — Q's own bullet"
"3071#0","3071",">VOTE TO ALLOW 'ILLEGAL' IMMIGRANTS RIGHT TO VOTE IN ELECTIONS",">VOTE TO ALLOW ‘ILLEGAL’ IMMIGRANTS RIGHT TO VOTE IN ELECTIONS",">VOTE TO ALLOW ‘ILLEGAL’ IMMIGRANTS RIGHT TO VOTE IN ELECTIONS","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_QUOTED_OR_THIRD_PARTY","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","","greentext arrow with no matching quoted source — Q's own bullet"
"31#0","31","There is so much string pulling and blackmail that we need to cut these off to truly gain the power granted to us by the Patriots and hard working people of this great country.","There is so much string pulling and blackmail that we need to cut these off to truly gain the power granted to us by the Patriots and hard working people of this great country.","There is so much string pulling and blackmail that we need to cut these off to truly gain the power granted to us by the Patriots and hard working people of this great country.","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_QUOTED_OR_THIRD_PARTY","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","","long sentence inside a drop whose dominant register is Q — prose shape alone is not a quotation"
"336#0","336","Have faith.","Have faith.","have faith","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_STATEMENT_OR_HEADING","REMOVE_STATEMENT_OR_HEADING","KEEP_Q_DIRECTIVE","","OWNER RULING R3: ""have faith"" is an imperative — an instruction to maintain confidence, belief or morale."
"337#1","337","Have faith.","Have faith.","have faith","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_STATEMENT_OR_HEADING","REMOVE_STATEMENT_OR_HEADING","KEEP_Q_DIRECTIVE","","OWNER RULING R3: ""have faith"" is an imperative — an instruction to maintain confidence, belief or morale."
"3381#0","3381",">Follow the Family",">Follow the Family",">Follow the Family","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_QUOTED_OR_THIRD_PARTY","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","","greentext arrow with no matching quoted source — Q's own bullet"
"3383#0","3383","Imagine what would happen, if, by law, every US Congressman/woman, US Senator, President etc. was by US law audited every 1-2 years by an independent agency.","Imagine what would happen, if, by law, every US Congressman/woman, US Senator, President etc. was by US law audited every 1-2 years by an independent agency.","Imagine what would happen, if, by law, every US Congressman/woman, US Senator, President etc. was by US law audited every 1-2 years by an independent agency.","QUOTED_OR_EMBEDDED","QUOTED_THIRD_PARTY","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","REMOVE_QUOTED_OR_THIRD_PARTY","","pasted passage directly beneath a source link or pointer"
"3428#2","3428","Find [4] http://www.zimbio.com/photos/Ghislaine+Maxwell/2014+ETM+Children+Benefit+Gala/Vl0uC7GgK_w","Find [4] http://www.zimbio.com/photos/Ghislaine+Maxwell/2014+ETM+Children+Benefit+Gala/Vl0uC7GgK_w","Find [4]","Q_AUTHORED_CURRENT_POST","Q_BODY","NEEDS_CONTEXT","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","","canonical post body, no embedded-source evidence"
"349#0","349","God bless, Q","God bless, Q","God bless,","Q_AUTHORED_CURRENT_POST","Q_BODY","NEEDS_CONTEXT","","REMOVE_BLESSING_OR_VALEDICTION","","blessing/valediction, Q signature cut into its own span (rule 7)"
"353#0","353","Godspeed, Q","Godspeed, Q","Godspeed,","Q_AUTHORED_CURRENT_POST","Q_BODY","NEEDS_CONTEXT","","REMOVE_BLESSING_OR_VALEDICTION","","blessing/valediction, Q signature cut into its own span (rule 7)"
"36#3","36","Please be safe and pray for those in harms way as they continually protect and serve our great country.","Please be safe and pray for those in harms way as they continually protect and serve our great country.","Please be safe and pray for those in harms way as they continually protect and serve our great country.","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_QUOTED_OR_THIRD_PARTY","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","","long sentence inside a drop whose dominant register is Q — prose shape alone is not a quotation"
"3647#0","3647",">Create media blitz [scare] campaign ('talking points')('alarmist')",">Create media blitz [scare] campaign ('talking points')('alarmist')",">Create media blitz [scare] campaign ('talking points')('alarmist')","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_QUOTED_OR_THIRD_PARTY","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","","greentext arrow with no matching quoted source — Q's own bullet"
"3647#1","3647",">Use 'pro-narrative minded' authorities on subject to provide foundation to support",">Use 'pro-narrative minded' authorities on subject to provide foundation to support",">Use 'pro-narrative minded' authorities on subject to provide foundation to support","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_QUOTED_OR_THIRD_PARTY","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","","greentext arrow with no matching quoted source — Q's own bullet"
"3647#2","3647",">Deploy 'circular reporting' and 'group-think' tactics (echo chamber) to artificially raise 'public outcry'",">Deploy 'circular reporting' and 'group-think' tactics (echo chamber) to artificially raise 'public outcry'",">Deploy 'circular reporting' and 'group-think' tactics (echo chamber) to artificially raise 'public outcry'","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_QUOTED_OR_THIRD_PARTY","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","","greentext arrow with no matching quoted source — Q's own bullet"
"3647#3","3647",">Use 'public outcry' to justify billion dollar taxpayer spend",">Use 'public outcry' to justify billion dollar taxpayer spend",">Use 'public outcry' to justify billion dollar taxpayer spend","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_QUOTED_OR_THIRD_PARTY","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","","greentext arrow with no matching quoted source — Q's own bullet"
"3683#0","3683","God bless you.","God bless you.","God bless you.","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_QUOTED_OR_THIRD_PARTY","","REMOVE_BLESSING_OR_VALEDICTION","","blessing or valediction, not a command"
"3819#0","3819","Read [1] https://www.miamiherald.com/news/politics-government/article237959369.html","Read [1] https://www.miamiherald.com/news/politics-government/article237959369.html","Read [1]","Q_AUTHORED_CURRENT_POST","Q_BODY","NEEDS_CONTEXT","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","","canonical post body, no embedded-source evidence"
"3819#1","3819","Read [2] https://www.miamiherald.com/news/politics-government/article214974800.html","Read [2] https://www.miamiherald.com/news/politics-government/article214974800.html","Read [2]","Q_AUTHORED_CURRENT_POST","Q_BODY","NEEDS_CONTEXT","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","","canonical post body, no embedded-source evidence"
"3836#1","3836","Think Hussein 'I'll have more flexibility after the election' hot mic statement to Russian depo re: Q to Hussein re: Putin.","Think Hussein 'I'll have more flexibility after the election' hot mic statement to Russian depo re: Q to Hussein re: Putin.","Think Hussein 'I'll have more flexibility after the election' hot mic statement to Russian depo re: Q to Hussein re: Putin.","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_QUOTED_OR_THIRD_PARTY","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","","long sentence inside a drop whose dominant register is Q — prose shape alone is not a quotation"
"3836#2","3836","Think Hussein WH refusal to send weapons to Ukraine [R Congress push to assist] but instead sent only blankets.","Think Hussein WH refusal to send weapons to Ukraine [R Congress push to assist] but instead sent only blankets.","Think Hussein WH refusal to send weapons to Ukraine [R Congress push to assist] but instead sent only blankets.","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_QUOTED_OR_THIRD_PARTY","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","","long sentence inside a drop whose dominant register is Q — prose shape alone is not a quotation"
"3862#0","3862","Watch what happens next!","Watch what happens next!","Watch what happens next!","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_QUOTED_OR_THIRD_PARTY","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","","canonical post body, no embedded-source evidence"
"3889#0","3889","Have faith and trust in yourself.","Have faith and trust in yourself.","have faith","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_STATEMENT_OR_HEADING","REMOVE_STATEMENT_OR_HEADING","KEEP_Q_DIRECTIVE","","OWNER RULING R3: ""have faith"" is an imperative — an instruction to maintain confidence, belief or morale."
"3896#0","3896",">Push new/revised P_2020 > vote by mail? [unsecure] https://twitter.com/TomFitton/status/1242071506445885441",">Push new/revised P_2020 > vote by mail? [unsecure] https://twitter.com/TomFitton/status/1242071506445885441",">Push new/revised P_2020 > vote by mail? [unsecure]","Q_AUTHORED_CURRENT_POST","Q_BODY","NEEDS_CONTEXT","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","","greentext arrow with no matching quoted source — Q's own bullet"
"3906#0","3906",">Decide for yourself (be free from outside opinion).",">Decide for yourself (be free from outside opinion).",">Decide for yourself (be free from outside opinion).","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_QUOTED_OR_THIRD_PARTY","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","","greentext arrow with no matching quoted source — Q's own bullet"
"3906#1","3906",">Decide for yourself (be objective in your conclusions).",">Decide for yourself (be objective in your conclusions).",">Decide for yourself (be objective in your conclusions).","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_QUOTED_OR_THIRD_PARTY","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","","greentext arrow with no matching quoted source — Q's own bullet"
"3906#2","3906",">Decide for yourself (be true in your own beliefs).",">Decide for yourself (be true in your own beliefs).",">Decide for yourself (be true in your own beliefs).","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_QUOTED_OR_THIRD_PARTY","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","","greentext arrow with no matching quoted source — Q's own bullet"
"3906#3","3906",">Decide for yourself (be open to following the facts).",">Decide for yourself (be open to following the facts).",">Decide for yourself (be open to following the facts).","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_QUOTED_OR_THIRD_PARTY","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","","greentext arrow with no matching quoted source — Q's own bullet"
"3906#4","3906",">Decide for yourself (be strong in defending your beliefs).",">Decide for yourself (be strong in defending your beliefs).",">Decide for yourself (be strong in defending your beliefs).","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_QUOTED_OR_THIRD_PARTY","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","","greentext arrow with no matching quoted source — Q's own bullet"
"3906#5","3906",">Decide for yourself (be resistant to blindly accepting fact-less statements).",">Decide for yourself (be resistant to blindly accepting fact-less statements).",">Decide for yourself (be resistant to blindly accepting fact-less statements).","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_QUOTED_OR_THIRD_PARTY","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","","greentext arrow with no matching quoted source — Q's own bullet"
"3907#0","3907","Remember the battles of Lexington and Concord - ""Give Me Liberty or Give Me Death!""","Remember the battles of Lexington and Concord - ""Give Me Liberty or Give Me Death!""","Remember the battles of Lexington and Concord - ""Give Me Liberty or Give Me Death!""","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_QUOTED_OR_THIRD_PARTY","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","","long sentence inside a drop whose dominant register is Q — prose shape alone is not a quotation"
"393#0","393","Godspeed, Q","Godspeed, Q","Godspeed,","Q_AUTHORED_CURRENT_POST","Q_BODY","NEEDS_CONTEXT","","REMOVE_BLESSING_OR_VALEDICTION","","blessing/valediction, Q signature cut into its own span (rule 7)"
"394#0","394","Godspeed, Q","Godspeed, Q","Godspeed,","Q_AUTHORED_CURRENT_POST","Q_BODY","NEEDS_CONTEXT","","REMOVE_BLESSING_OR_VALEDICTION","","blessing/valediction, Q signature cut into its own span (rule 7)"
"4#0","4","Focus on Military Intellingence/ State Secrets and why might that be used vs any three letter agency","Focus on Military Intellingence/ State Secrets and why might that be used vs any three letter agency","Focus on Military Intellingence/ State Secrets and why might that be used vs any three letter agency","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_QUOTED_OR_THIRD_PARTY","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","","long sentence inside a drop whose dominant register is Q — prose shape alone is not a quotation"
"4#1","4","Don't fool yourself into thinking Obama, Soros, Roth's, Clinton's etc have more power present day than POTUS.","Don’t fool yourself into thinking Obama, Soros, Roth’s, Clinton’s etc have more power present day than POTUS.","Don’t fool yourself into thinking Obama, Soros, Roth’s, Clinton’s etc have more power present day than POTUS.","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_QUOTED_OR_THIRD_PARTY","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","","long sentence inside a drop whose dominant register is Q — prose shape alone is not a quotation"
