postNum,line,completeText,oldProvenance,newProvenance,sourceType,structure,confidence,referencedPostNum,direction,reason,affectedConsumers
"1059","0",">>926634","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer",""
"106","0",">>148154996","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Directives|Claims|Entities|Themes"
"1060","0",">>926685","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer",""
"1062","0",">>928525","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer",""
"1064","0",">>931003","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer",""
"1064","1",">>875265","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_PRIOR_Q_POST","BOARD_POINTER","HIGH","988","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer",""
"107","1","May God also grant all of us the wisdom to ask what concrete steps we can take to reduce the violence and weaponry in our midst.","QUOTED_OR_EMBEDDED (sustained prose block — pasted or quoted passage)","Q_AUTHORED_CURRENT_POST","Q_BODY","PROSE","HIGH","","OLD_QUOTED_TO_NEW_Q_BODY","long sentence inside a drop whose dominant register is Q — prose shape alone is not a quotation","Directives|Questions|Entities|Themes"
"107","2","Note when we just sent the go orders and when this Tweet went live.","QUOTED_OR_EMBEDDED (sustained prose block — pasted or quoted passage)","Q_AUTHORED_CURRENT_POST","Q_BODY","PROSE","HIGH","","OLD_QUOTED_TO_NEW_Q_BODY","long sentence inside a drop whose dominant register is Q — prose shape alone is not a quotation","Directives|Questions|Entities|Themes"
"1070","0",">>936346","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Claims|Themes"
"1071","0",">>936472","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_PRIOR_Q_POST","BOARD_POINTER","HIGH","1070","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer",""
"1072","0",">>936517","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_PRIOR_Q_POST","BOARD_POINTER","HIGH","1071","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Claims|Emphasis"
"1075","0",">>938332","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Directives|Questions|Entities|Themes"
"1076","0",">>938366","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Entities"
"1078","0",">>946456","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_PRIOR_Q_POST","BOARD_POINTER","HIGH","1077","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Directives"
"1079","0",">>946546","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_PRIOR_Q_POST","BOARD_POINTER","HIGH","1078","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Directives|Entities"
"108","0",">>148155375","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Directives|Questions|Claims|Entities|Themes"
"1081","0",">>950959","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Directives|Questions|Claims|Emphasis|Entities"
"1083","0",">>952914","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_PRIOR_Q_POST","BOARD_POINTER","HIGH","1082","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Emphasis"
"1084","0",">>953050","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Entities"
"1086","0",">>954786","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_PRIOR_Q_POST","BOARD_POINTER","HIGH","1085","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Questions|Entities"
"1087","0",">>954819","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_PRIOR_Q_POST","BOARD_POINTER","HIGH","1086","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Claims"
"1088","0",">>955555","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Questions"
"1089","0",">>955641","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer",""
"109","0",">>148156518","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Themes"
"1090","0",">>955656","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_PRIOR_Q_POST","BOARD_POINTER","HIGH","1089","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Directives|Questions|Claims|Emphasis|Entities|Themes"
"1091","0",">>955760","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_PRIOR_Q_POST","BOARD_POINTER","HIGH","1090","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Directives|Questions|Entities"
"1092","0",">>955898","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Claims|Entities"
"1095","0",">>958218","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer",""
"1096","0",">>958537","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer",""
"1097","0",">>958580","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Directives|Questions|Emphasis|Entities"
"1098","0",">>958655","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_PRIOR_Q_POST","BOARD_POINTER","HIGH","1097","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Directives|Questions|Claims|Entities"
"1099","0",">>958888","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_PRIOR_Q_POST","BOARD_POINTER","HIGH","1098","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer",""
"1101","0",">>966637","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_PRIOR_Q_POST","BOARD_POINTER","HIGH","1100","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Directives"
"1102","0",">>966637","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_PRIOR_Q_POST","BOARD_POINTER","HIGH","1100","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Directives|Questions|Claims|Emphasis|Entities|Themes"
"1103","0",">>967123","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Claims|Emphasis|Entities"
"1104","0",">>967224","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Directives|Claims|Entities|Themes"
"1107","0",">>967809","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Claims|Emphasis"
"1111","0",">>973097","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Questions|Claims|Emphasis|Entities|Themes"
"1112","0",">>973390","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Claims"
"1113","0",">>973608","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Directives"
"1114","0",">>974444","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer",""
"1117","0",">>977691","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_PRIOR_Q_POST","BOARD_POINTER","HIGH","1116","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer",""
"1118","0",">>978080","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer",""
"1119","0",">>978366","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer",""
"1122","0",">>979093","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_PRIOR_Q_POST","BOARD_POINTER","HIGH","1121","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Directives|Emphasis|Entities"
"1126","0",">>1002643","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_PRIOR_Q_POST","BOARD_POINTER","HIGH","1125","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Claims|Codes"
"1127","0",">>1002693","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_PRIOR_Q_POST","BOARD_POINTER","HIGH","1126","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Directives|Questions|Claims|Entities"
"1128","0",">>1002786","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer",""
"1130","0",">>1003248","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Claims|Entities"
"1135","0",">>1008463","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_PRIOR_Q_POST","BOARD_POINTER","HIGH","1134","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Entities"
"1136","0",">>1008534","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Entities"
"1137","0",">>1008670","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Entities"
"1139","0",">>1008970","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Claims"
"1141","0",">>1015000","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_PRIOR_Q_POST","BOARD_POINTER","HIGH","1140","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer",""
"1143","0",">>1015398","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer",""
"1148","0",">>1055826","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_PRIOR_Q_POST","BOARD_POINTER","HIGH","1147","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Questions|Claims|Entities|Themes"
"1149","0",">>1055967","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Directives|Claims|Entities"
"115","0",">>148186000","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Emphasis"
"1150","0",">>1056025","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_PRIOR_Q_POST","BOARD_POINTER","HIGH","1149","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Questions"
"1152","0",">>1056562","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Entities"
"1153","0",">>1056766","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Entities|Themes"
